工单编号,故障发生时间,涉及基站eNBID或小区ECGI,故障原因定位（大类）
7330,2019/3/3 13:18,FC6E7E167A921825560B419B0FE3F819,电力故障
7331,2019/3/3 13:18,AFE6A497B053617386F9C4B119AB7254,电力故障
7332,2019/3/3 13:18,D5E13A50E6135412EA046A4530DA1080,电力故障
7333,2019/3/3 13:18,B7AA4B956E693C20708FE995F60234CE,电力故障
7334,2019/3/3 13:18,AFE6A497B053617386F9C4B119AB7254,电力故障
7335,2019/3/3 13:18,D5E13A50E6135412EA046A4530DA1080,电力故障
7336,2019/3/3 13:18,B676D2C448FA605C2D22938A6D5CDC77,电力故障
7337,2019/3/3 13:19,11FE0F6BCD94FF0A1BFB97F64D2067E9,电力故障
7338,2019/3/3 13:25,E058AFDFE14704E012B452195D272680,电力故障
7339,2019/3/3 13:26,4651FE2AC0807B49473BCC4BCD6ECC03,软件故障
7340,2019/3/3 13:27,1E4E1A53E2F0BFE87E2AA5CB18B21ADD,电力故障
7341,2019/3/3 13:34,2D7D15CD5E2D4519EA107A726141C3F8,传输故障
7342,2019/3/3 13:42,276B5480CB792BD6A2367A5165399C21,电力故障
7343,2019/3/3 13:43,276B5480CB792BD6A2367A5165399C21,电力故障
7344,2019/3/3 13:45,F600E825357881A2050496FCEFA24BE9,电力故障
7345,2019/3/3 13:47,F600E825357881A2050496FCEFA24BE9,电力故障
7346,2019/3/3 13:52,B65EA95B38569DD48EC5562536D54E00,硬件故障
7347,2019/3/3 13:54,97C96929917832CB86EB2E2BB0814278,电力故障
7348,2019/3/3 13:56,7B400999BD3FF45C5EDE58593222B9BE,电力故障
7349,2019/3/3 14:18,12C5B09B9D124010995243E4C18E775C,电力故障
7350,2019/3/3 14:18,C1723F0443099F4DC2572843F466357A,电力故障
7351,2019/3/3 14:19,860BA20FEE41CACD80D87E887C0F1D57,电力故障
7352,2019/3/3 14:19,12C5B09B9D124010995243E4C18E775C,电力故障
7353,2019/3/3 14:24,FF12412738E77C53D1A8455DC3AB7A55,电力故障
7354,2019/3/3 14:24,F6BE4415A77B7075BA81BE7D413B67F6,电力故障
7355,2019/3/3 14:25,F993FEE98994697DED2F76C0EB5905CA,电力故障
7356,2019/3/3 14:27,79EAC0F1B70F574DAF39C51E334E0FEA,电力故障
7357,2019/3/3 14:29,D4B3D067E29CDB0225F17DF846895C8F,电力故障
7358,2019/3/3 14:37,C2C62EB0E7F1063D4BC1C74B02760149,电力故障
7359,2019/3/3 14:38,F113CFEC72DEA847F4AC456F7DA9F869,传输故障
7360,2019/3/3 14:38,C2C62EB0E7F1063D4BC1C74B02760149,电力故障
7361,2019/3/3 14:40,D9D25FA80D0BBDCC9C82342863DDDC42,电力故障
7362,2019/3/3 14:50,11FE0F6BCD94FF0A1BFB97F64D2067E9,电力故障
7363,2019/3/3 15:01,7AD3C1EDC0BA20D9AB3341802502475E,电力故障
7364,2019/3/3 15:02,7AD3C1EDC0BA20D9AB3341802502475E,电力故障
7365,2019/3/3 15:02,56C8D0AA6245402206EEC144AF7F39D7,传输故障
7366,2019/3/3 15:02,56C8D0AA6245402206EEC144AF7F39D7,传输故障
7367,2019/3/3 15:13,F8D51DD6C68B10A7BB74410539D56BFD,电力故障
7368,2019/3/3 15:14,95B4BF151CB88D4C7B77ED713879B3B6,硬件故障
7369,2019/3/3 15:22,67B76337B079F9401CCBDB0F17D977EA,电力故障
7370,2019/3/3 15:22,559010456A0D7E31CF7FCDF8E8770035,电力故障
7371,2019/3/3 15:23,72EFABC70D5BE47C25BA3015C35B574A,电力故障
7372,2019/3/3 15:34,C28C5D2E6C59DD9EAF1CAAFDD21C332C,电力故障
7373,2019/3/3 15:39,E85722640FE2816EBEB821E8112584C2,电力故障
7374,2019/3/3 15:45,7E0BF7A24D723F4C3E6F3D19F3048249,电力故障
7375,2019/3/3 15:49,92EEA0DD7B38A8A56E7E386093ECE4C4,硬件故障
7376,2019/3/3 15:53,A8080B6DEDE72C19EF75ED7AF061F3DA,电力故障
7377,2019/3/3 15:54,E03203FBFFB1070DAE439EF0F2634E1E,电力故障
7378,2019/3/3 15:55,662AC671EBA1FE51825F4AF3B3185FA8,电力故障
7379,2019/3/3 16:00,A44CB55A037458D6F2CB87487444535E,传输故障
7380,2019/3/3 16:12,050BABDDE31337B64CC492DCD7304957,电力故障
7381,2019/3/3 16:14,D84095024AA0E89E0E86FDFBEE30E36B,电力故障
7382,2019/3/3 16:19,C04930DAA69C787841781EC10CDD3400,电力故障
7383,2019/3/3 16:23,92745D09B52CA9AADA2BA9D0262E3C33,电力故障
7384,2019/3/3 16:23,578BFA5F8777E2A5E0940F06552CEDA3,电力故障
7385,2019/3/3 16:27,08E3D5409999D14828A71D94B86877FB,电力故障
7386,2019/3/3 16:30,EE0D272DCF6A02C8B080A7B9AA6C5C89,电力故障
7387,2019/3/3 16:38,9D2B9B2DFCB0B07B069E1A5A484D7319,电力故障
7388,2019/3/3 16:38,6CFBB737F6AD0B37A53B3DF24EAD9B88,电力故障
7389,2019/3/3 16:38,9D2B9B2DFCB0B07B069E1A5A484D7319,电力故障
7390,2019/3/3 16:38,97C96929917832CB86EB2E2BB0814278,电力故障
7391,2019/3/3 16:41,A960EA26DB7E0CCCC65526464EC9AB21,传输故障
7392,2019/3/3 16:42,3D6B0D8E3B691A31E9E289F35CF8C14D,电力故障
7393,2019/3/3 16:45,B2A24980A0F59E61725B38FC28934396,电力故障
7394,2019/3/3 16:51,E6CF43DEE480FD9395ECF7CC118808A8,电力故障
7395,2019/3/3 16:52,37FA5C9949999127B60B95F69CC851E1,电力故障
7396,2019/3/3 17:00,AE5CDB7FA98F35440D8474D305FDBC40,电力故障
7397,2019/3/3 17:07,CF0DC28FC2F45A935825DBB8508DB1E6,硬件故障
7398,2019/3/3 17:09,14048378F9134A21D59466DE6F3DF026,传输故障
7399,2019/3/3 17:13,F13B6720A25212010A53B25505310D5F,电力故障
7400,2019/3/3 17:14,5E4723AF20295EE3AD891DDDE638FFCA,电力故障
7401,2019/3/3 17:21,6B79435B28F36874DC04EFA0DD4CB32B,硬件故障
7402,2019/3/3 17:21,DA5B0BC8B1B871852E1BCFC80207F264,硬件故障
7403,2019/3/3 17:21,1C9399EFBAEED59843595529F66C030A,电力故障
7404,2019/3/3 17:21,6B79435B28F36874DC04EFA0DD4CB32B,硬件故障
7405,2019/3/3 17:21,6B79435B28F36874DC04EFA0DD4CB32B,硬件故障
7406,2019/3/3 17:21,DA5B0BC8B1B871852E1BCFC80207F264,电力故障
7407,2019/3/3 17:21,30493673B42A9DA724DDFDABCEE2F821,硬件故障
7408,2019/3/3 17:21,866B5803FD106B11F2167E19E2578A13,电力故障
7409,2019/3/3 17:30,0DD9FEA2C4344F3F511E119524960D8D,电力故障
7410,2019/3/3 17:42,A7664F759221AF191F4B5A50B83916F8,电力故障
7411,2019/3/3 17:50,A327CEE1F8BE5CF16E588F5079FDF509,电力故障
7412,2019/3/3 17:55,9F22D77C9F2CEA3F216EC861076019D6,传输故障
7413,2019/3/3 18:01,892B7CCB62EE62CAF53920384CA4C28B,电力故障
7414,2019/3/3 18:05,0FDFAFA5AB1B880B29DE29D35F19A751,传输故障
7415,2019/3/3 18:22,C96EBC8383D74FAC76A75F235DB3ED1F,电力故障
7416,2019/3/3 18:28,D4DA35FF89B9A64044738235F1025BEA,电力故障
7417,2019/3/3 18:32,BAA1ED6543DBD9AE7727237BAAC1753C,电力故障
7418,2019/3/3 18:33,6FBA5632A50667856D5D1D1A3D09B337,电力故障
7419,2019/3/3 18:36,B0F5C5EA34D0C9151298B9270F73E00D,电力故障
7420,2019/3/3 18:36,B7DA95D5297BE3E0246F8C1B308C682E,电力故障
7421,2019/3/3 18:52,CCEFE25CB68941ED3AD9E86229AA031F,电力故障
7422,2019/3/3 18:53,7F4632D834AE154501E8E0EFA45EF7C3,电力故障
7423,2019/3/3 18:55,A02CB99156909CF1FBEAD514A28B4054,电力故障
7424,2019/3/3 18:56,A02CB99156909CF1FBEAD514A28B4054,电力故障
7425,2019/3/3 19:18,0B158524FDAB0E8F8AD9AE24F256A796,硬件故障
7426,2019/3/3 19:26,207452097703310DA6F5E2522EFB2DA8,硬件故障
7427,2019/3/3 19:28,60B6B971B9C696A2B0D0B0E78B556450,电力故障
7428,2019/3/3 19:28,60B6B971B9C696A2B0D0B0E78B556450,电力故障
7429,2019/3/3 19:28,ED9AD8784FB4EE6DDDB260469F4DCB22,电力故障
7430,2019/3/3 19:30,4A29BDEA3914DB4A044A18963F42BF77,电力故障
7431,2019/3/3 19:34,792385B8207A55B3F4F5CF6010C8FD47,硬件故障
7432,2019/3/3 19:36,A5859EDD7F4C9BEF5E8DC1AD2B67EF53,电力故障
7433,2019/3/3 19:45,C9935F2C5BA049C9776AC44AEAD9990E,硬件故障
7434,2019/3/3 19:49,CC486FE6DAC60B9220109A8B9D0E8939,硬件故障
7435,2019/3/3 20:15,370BDBE03F9348ED1FC5F7E34BF12F56,硬件故障
7436,2019/3/3 20:22,9F585116F97EAA7F11774480886ECAC6,电力故障
7437,2019/3/3 20:25,A5E2847C7B470A8E9E03DC2E8D425158,传输故障
7438,2019/3/3 20:26,A3AC1DAE0F760FBEF686BC410B16DE4B,电力故障
7439,2019/3/3 20:44,8BAB94308666053F5C4ED64F3421B4C5,电力故障
7440,2019/3/3 20:49,C9935F2C5BA049C9776AC44AEAD9990E,硬件故障
7441,2019/3/3 20:55,02D57D3042CDB78FED56498A43B09237,电力故障
7442,2019/3/3 20:57,B7DA95D5297BE3E0246F8C1B308C682E,传输故障
7443,2019/3/3 21:05,FE2257E369CFA96CDB57CA7F12A4656D,电力故障
7444,2019/3/3 21:08,FE2257E369CFA96CDB57CA7F12A4656D,电力故障
7445,2019/3/3 21:14,F613CD8836A060C6421D633AE515DE04,硬件故障
7446,2019/3/3 21:14,7649A4CE3F5C3D69225595A7998DEECF,硬件故障
7447,2019/3/3 21:14,37FF99B2A3A3E90B44C37A14187D4B46,硬件故障
7448,2019/3/3 21:15,35FD6E118CB04A7DE9A5B26A98EE710F,硬件故障
7449,2019/3/3 21:20,B65EA95B38569DD48EC5562536D54E00,硬件故障
7450,2019/3/3 21:54,73F047010CF481B6B2BF8A2DCFEEA2CE,电力故障
7451,2019/3/3 21:55,879A3847526BC7766CEFC78974F1B056,电力故障
7452,2019/3/3 21:57,414A38E4B60A9978700B272C2C022811,电力故障
7453,2019/3/3 21:59,A31634D6753DB6A51C18CF139D96D448,电力故障
7454,2019/3/3 21:59,A31634D6753DB6A51C18CF139D96D448,电力故障
7455,2019/3/3 22:01,D36F94F9BE77639B31BDABAE58082A02,电力故障
7456,2019/3/3 22:01,F600E825357881A2050496FCEFA24BE9,电力故障
7457,2019/3/3 22:03,FA886B782F1F966E7989ED09E74ECC40,电力故障
7458,2019/3/3 22:14,93A5EEE42405A9A46E7601FD52547687,传输故障
7459,2019/3/3 22:42,86D91BF8BFDD38D1A964893A27635379,电力故障
7460,2019/3/3 22:54,CCEFE25CB68941ED3AD9E86229AA031F,电力故障
7461,2019/3/3 22:54,8CAB39F8EA37BC2FFFA026A4494EBE23,传输故障
7462,2019/3/3 23:18,E9763917624B9B9C55E84E178E7CA75F,传输故障
7463,2019/3/3 23:30,A860F159AAF1C71D3D850947D91050E4,电力故障
7464,2019/3/3 23:30,0B158524FDAB0E8F8AD9AE24F256A796,硬件故障
7465,2019/3/3 23:31,A860F159AAF1C71D3D850947D91050E4,电力故障
7466,2019/3/3 23:31,13DE62C4FB11E8246C0D4464B5A72B80,电力故障
7467,2019/3/3 23:32,3BC85C91BE244CCE9B72D3310D0D2984,硬件故障
7468,2019/3/3 23:34,DDFE8807307406DF1EF3A66D57857EE7,硬件故障
7469,2019/3/3 23:54,774C9A80FF4CFA21003270E101BC3375,动环故障
7470,2019/3/4 0:05,7627B06EE54F218686065219706290FF,传输故障
7471,2019/3/4 0:21,104C9E29C1B7908756E6FE164A41A341,电力故障
7472,2019/3/4 0:32,0F2B7A73A09846F7FE2995AFA8228103,电力故障
7473,2019/3/4 0:34,2B3FE6F10EDCE310C110A6108DFD10BB,传输故障
7474,2019/3/4 0:36,103F5FBFF8D47EC2E4A9FA1009D035B8,电力故障
7475,2019/3/4 0:44,EE0D0CDC4493FE1D4AD3FFF2AA8101D5,电力故障
7476,2019/3/4 0:50,0B4A42B96A3232C0AA0A88B7D4DB663A,电力故障
7477,2019/3/4 1:05,BCE234670669368FA955A1B05C7CAEEB,电力故障
7478,2019/3/4 1:06,AB08DB0667E29886711A01192B7F27E2,电力故障
7479,2019/3/4 1:13,64E72DF65680EF985DD2AD6781F98B98,电力故障
7480,2019/3/4 1:16,A6D33687554AD189A1BA33D9625C8ACC,电力故障
7481,2019/3/4 1:25,31A50987A94ED1D68BB6F2085EE3FA85,电力故障
7482,2019/3/4 1:28,A2D37D45B56DBE8D1B99871FECFFFD02,电力故障
7483,2019/3/4 1:30,A150940A9DFFDEFAE80FCB938BA964D8,电力故障
7484,2019/3/4 2:00,7750071F82E0511D518DF335DE977373,硬件故障
7485,2019/3/4 2:03,067F520917E0CC44DADAC011215228E6,电力故障
7486,2019/3/4 2:25,C3B2B758EADC6F5BE25D591428422870,电力故障
7487,2019/3/4 2:28,046663755D04AA31B6852A99B239CF76,电力故障
7488,2019/3/4 2:29,E0A04D53D86A03BCA62E5F347F6891ED,电力故障
7489,2019/3/4 2:29,1228A32279BEEB4B2F2F7A0CE9C2506E,电力故障
7490,2019/3/4 2:30,E0A04D53D86A03BCA62E5F347F6891ED,电力故障
7491,2019/3/4 2:40,AB08DB0667E29886711A01192B7F27E2,电力故障
7492,2019/3/4 2:57,0BF3DDE01D5C743BB656EFCF39CE086C,电力故障
7493,2019/3/4 3:23,CF5C8AC7B6D0E81F288CCB8A1E51DE44,电力故障
7494,2019/3/4 3:23,F92D70884B4BA510212B3AD32E575A06,电力故障
7495,2019/3/4 3:23,B38CBC87A2CA262E048CA167CBCA7F8D,电力故障
7496,2019/3/4 3:36,0EB20232AAF910EB88EDC91CC19A59B3,电力故障
7497,2019/3/4 3:44,4ED6C002A95507A0C52EA7C0E5D9D53A,电力故障
7498,2019/3/4 3:44,155F78159A6464E944AB0B512506655B,电力故障
7499,2019/3/4 3:49,E8715E5DC50BE2B7338934E8F6225093,传输故障
7500,2019/3/4 4:29,A96D050B631DF1DFCAFBC777051788E9,电力故障
7501,2019/3/4 4:39,155662915C66765F5D9E390B4FA20519,电力故障
7502,2019/3/4 4:49,65FE63E0E73E7976F7F2D8EA75022614,传输故障
7503,2019/3/4 4:49,5E815C2538EA78277CE10677C1CB99A7,电力故障
7504,2019/3/4 6:09,46149A8AACD4656AC5C18E661F325CF6,电力故障
7505,2019/3/4 6:15,AB297DA53FCCB9D732147F3C9C74596E,电力故障
7506,2019/3/4 6:28,AB08DB0667E29886711A01192B7F27E2,电力故障
7507,2019/3/4 6:48,4CD988145C79773E15545BFCB8313B76,电力故障
7508,2019/3/4 7:01,EFAA07FD09552C5FEF57AA20F12BF303,电力故障
7509,2019/3/4 7:01,CE070F7591E5D365A49520F88EB04D55,电力故障
7510,2019/3/4 7:02,60AFFFCBD58ADF02E48537093C69520C,电力故障
7511,2019/3/4 7:03,60AFFFCBD58ADF02E48537093C69520C,电力故障
7512,2019/3/4 7:05,489BAFAB6F02FDBB15790D0B7A88DC78,电力故障
7513,2019/3/4 7:11,BB74B195BF3E3FE4AE9AD79B3B60173D,电力故障
7514,2019/3/4 7:18,5C4AB51045546A015783C99B9AF801D4,电力故障
7515,2019/3/4 7:21,AD6080D7F7B243E15497AFAB37C46C59,电力故障
7516,2019/3/4 7:22,000FC0393C27B31E0E75A92DD8043B42,电力故障
7517,2019/3/4 7:23,1EAB36AA36945D29C9A1729DE655DE08,传输故障
7518,2019/3/4 7:47,74D09C5A7C07722F11BDCCE8C41F2181,电力故障
7519,2019/3/4 7:51,A5F1A0D15DFD225998F2D1B7796A11D6,电力故障
7520,2019/3/4 8:09,B65EA95B38569DD48EC5562536D54E00,硬件故障
7521,2019/3/4 8:19,9DF0278A8CF0F5204C49A4A089448811,电力故障
7522,2019/3/4 8:19,9DF0278A8CF0F5204C49A4A089448811,电力故障
7523,2019/3/4 8:20,163F12E92C0F670AE8B58C57D24D6731,电力故障
7524,2019/3/4 8:22,EA3056059320999EDF419E976B19F3AB,电力故障
7525,2019/3/4 8:23,060D67050F85DC6B16A641DAE9FD27F5,电力故障
7526,2019/3/4 8:27,AB08DB0667E29886711A01192B7F27E2,电力故障
7527,2019/3/4 8:37,142E05EAB3F82CEF1BFC055CA136D3C6,电力故障
7528,2019/3/4 8:39,5F33979C997CC696F86D86AD3A08FC3C,电力故障
7529,2019/3/4 8:53,774C9A80FF4CFA21003270E101BC3375,动环故障
7530,2019/3/4 8:55,6DCDD759926001DDF263FC8BF5FA9950,电力故障
7531,2019/3/4 9:03,88191A7EC31AD62565287B58A7D08C33,电力故障
7532,2019/3/4 9:09,DC1BB13D55A1C72284040E6F8D0CC4CE,电力故障
7533,2019/3/4 9:10,572D2A6D44D6DB3295B105DDF2D2284A,电力故障
7534,2019/3/4 9:15,34589F853FF304DED2377BDC57E04589,电力故障
7535,2019/3/4 9:17,F357CB0900BE49A7295AED0CA7CCEACA,电力故障
7536,2019/3/4 9:19,6D88142BDFE6DA429011CF9AC90ED062,电力故障
7537,2019/3/4 9:21,BF90707FD55A2FAFE0A22A7550D1B882,电力故障
7538,2019/3/4 9:22,38C0696412EBC698237A4FA491FF4093,电力故障
7539,2019/3/4 9:25,ED9AD8784FB4EE6DDDB260469F4DCB22,电力故障
7540,2019/3/4 9:30,32CC4F9DD3C1F40731FBF552E7C0856D,传输故障
7541,2019/3/4 9:30,FBD47B316C2E189AD104183C435EA98B,传输故障
7542,2019/3/4 9:31,32CC4F9DD3C1F40731FBF552E7C0856D,传输故障
7543,2019/3/4 9:32,F912EF64C3E597B7FAB19982CF1A7A8A,电力故障
7544,2019/3/4 9:32,8FC6FFBB3C4C785EFD021054F9FA9620,电力故障
7545,2019/3/4 9:32,596584250DE3A41520D8562726973D7D,电力故障
7546,2019/3/4 9:32,A150940A9DFFDEFAE80FCB938BA964D8,电力故障
7547,2019/3/4 9:33,E38C05072F775AACA34A9E74ED75603A,硬件故障
7548,2019/3/4 9:33,DF3EE6E26EF1D3DD75D623646A9710AD,电力故障
7549,2019/3/4 9:33,C719E8455E678232D96A757F2B926BB3,电力故障
7550,2019/3/4 9:34,1684C0DCE985338A4C37FE85CBF9ACC3,电力故障
7551,2019/3/4 9:35,FDD40D568CAE0C7886EA9457FDDEADF4,电力故障
7552,2019/3/4 9:39,879A3847526BC7766CEFC78974F1B056,电力故障
7553,2019/3/4 9:39,4147DFEF7E25F6E9D39DBA7E0F15A1E7,电力故障
7554,2019/3/4 9:40,11DE551EA9CC26AF1F3FBF4354D1D8F8,电力故障
7555,2019/3/4 9:43,2216E5B350E675E20B983E9D75F6B232,电力故障
7556,2019/3/4 9:47,4413B5F9A93DF0185BCFEBE6737314B8,电力故障
7557,2019/3/4 9:48,CD0F8582D959F3BB4611E5C2A3BAC8AA,电力故障
7558,2019/3/4 9:48,4651FE2AC0807B49473BCC4BCD6ECC03,软件故障
7559,2019/3/4 9:49,E07FDED397B8C22BC51057BEC1E13AD7,电力故障
7560,2019/3/4 9:49,1632C09180FD6D2BE9027364AB084A10,电力故障
7561,2019/3/4 9:56,ED9AD8784FB4EE6DDDB260469F4DCB22,电力故障
7562,2019/3/4 9:58,4A29BDEA3914DB4A044A18963F42BF77,电力故障
7563,2019/3/4 10:03,3BF952C72CA5658CC427AB479577A6D2,电力故障
7564,2019/3/4 10:07,B63649F4257825D5885525E9AB71ECA1,电力故障
7565,2019/3/4 10:11,7A66BF5E0DFB9B5D79FC58B178C5DCBC,电力故障
7566,2019/3/4 10:12,BD9051C2A5AB4D784A58DF7B6E849E55,电力故障
7567,2019/3/4 10:12,7A66BF5E0DFB9B5D79FC58B178C5DCBC,电力故障
7568,2019/3/4 10:13,6F1806D5BB145B6F67D9328B9EF22EC3,硬件故障
7569,2019/3/4 10:20,B65EA95B38569DD48EC5562536D54E00,硬件故障
7570,2019/3/4 10:22,1BD64175237C6A9ADDB9FD9E142D9046,电力故障
7571,2019/3/4 10:22,7A7289BEAC50F94EEE30297346852FF2,电力故障
7572,2019/3/4 10:27,31A50987A94ED1D68BB6F2085EE3FA85,电力故障
7573,2019/3/4 10:28,2BDDE0E1F9D3BF45F9B4F660BC629073,电力故障
7574,2019/3/4 10:28,41AE0387642DD51378CCE237013C934E,电力故障
7575,2019/3/4 10:28,41AE0387642DD51378CCE237013C934E,电力故障
7576,2019/3/4 10:34,EEE9FCD047DCEF2C640F90FBE77FBE7D,电力故障
7577,2019/3/4 10:36,C79B09E5AA58CA2D8AB755B51D45C8ED,电力故障
7578,2019/3/4 10:36,41BDE90E861A6F8D85BC2E6C003E7B3E,电力故障
7579,2019/3/4 10:37,EEF62A760DFA128CEB1DF4D7C9EE0DDE,电力故障
7580,2019/3/4 10:38,73A61038BFB5FE3B8761D5831F2F0835,电力故障
7581,2019/3/4 10:38,9DBA35D42F6D6080BED388D8DBFB1005,电力故障
7582,2019/3/4 10:39,5A050A39744038E66F2D6AA87F3B84A0,电力故障
7583,2019/3/4 10:39,41CC1AC5CD675279FB6CD9EBD9700F60,传输故障
7584,2019/3/4 10:40,C70FE8C7101C8E85BE437C5FB38851EF,电力故障
7585,2019/3/4 10:42,4200ACD7798779A056E8EF50E76988E8,电力故障
7586,2019/3/4 10:46,452CF828631B64A2A182E84A421C2DFC,电力故障
7587,2019/3/4 10:47,224590BC903CA49250AD1A372D6EC45A,硬件故障
7588,2019/3/4 10:47,BEE3499DA32584E38BC14C73D5B70D27,电力故障
7589,2019/3/4 10:49,D28BF4BFAF6C5920828DAA56E8F8477A,电力故障
7590,2019/3/4 10:49,F405992F0CFC2A5AE80D6FC3F6E7F62A,电力故障
7591,2019/3/4 10:50,F405992F0CFC2A5AE80D6FC3F6E7F62A,电力故障
7592,2019/3/4 10:50,452CF828631B64A2A182E84A421C2DFC,电力故障
7593,2019/3/4 10:53,C7027B59850A21B7847E1C238ADF534C,电力故障
7594,2019/3/4 11:02,01876B84DB096A29BC0D09D79F247F44,电力故障
7595,2019/3/4 11:06,3772433747F304D3204F460D23ACAA8B,电力故障
7596,2019/3/4 11:09,3C7C84C6B76FF66B5C4FE7283304C107,电力故障
7597,2019/3/4 11:15,1413A64A29C3BE8E209B85BF2B10062E,电力故障
7598,2019/3/4 11:18,02D57D3042CDB78FED56498A43B09237,电力故障
7599,2019/3/4 11:23,A150940A9DFFDEFAE80FCB938BA964D8,电力故障
7600,2019/3/4 11:25,25CE9E36A75AEF24712DB209C80FC5B1,电力故障
7601,2019/3/4 11:25,FCB8086887D91CD21B660E28A3C36292,电力故障
7602,2019/3/4 11:25,65F60B01BFBAD80CFC23CBB9AB5F9FE2,硬件故障
7603,2019/3/4 11:25,FCB8086887D91CD21B660E28A3C36292,电力故障
7604,2019/3/4 11:26,65F60B01BFBAD80CFC23CBB9AB5F9FE2,硬件故障
7605,2019/3/4 11:35,98EE4D072139072116976E023C5C37CD,电力故障
7606,2019/3/4 11:36,7712C3FC8C469C5E1959166BD2CD23E6,电力故障
7607,2019/3/4 11:36,7712C3FC8C469C5E1959166BD2CD23E6,电力故障
7608,2019/3/4 11:37,91E06A4055407E059C5CDD24D439EB4C,电力故障
7609,2019/3/4 11:43,2FF940EC97A9FF09750989A7D959CEAF,电力故障
7610,2019/3/4 11:51,7C292F7492F1871387C8D73489A3D0BC,电力故障
7611,2019/3/4 11:54,E1C89DED6DAD42E94FBDF4760B6FFEBF,传输故障
7612,2019/3/4 11:57,CEEF8B6C66D3CD2207040C5CF63BA1BD,硬件故障
7613,2019/3/4 12:02,9C4AFB7DD741483FE83CE862963A2403,电力故障
7614,2019/3/4 12:02,8BEE526857F977D6F5FE226348EB4170,电力故障
7615,2019/3/4 12:08,20BFB2365A9B1F3BB3725A2525D9677A,电力故障
7616,2019/3/4 12:14,8CC6817924B17D8C7FC9D7AD704FA94E,电力故障
7617,2019/3/4 12:17,F49798C77701DB82091590D8A850253C,传输故障
7618,2019/3/4 12:19,1D334145CE8EDB6FA93B2388F2DDFC56,硬件故障
7619,2019/3/4 12:25,BBE91878127F50B36DFAF678AB39E1D3,电力故障
7620,2019/3/4 12:26,223B6EDA8E2906B6383304C7F16B2D51,电力故障
7621,2019/3/4 12:26,D9D3889C9C72687D8C706F8A81422538,电力故障
7622,2019/3/4 12:26,74B282C38EA36A6CFF99A97C2028FE5D,电力故障
7623,2019/3/4 12:27,223B6EDA8E2906B6383304C7F16B2D51,电力故障
7624,2019/3/4 12:31,C09C1992DF4F23EEBB296CE28B4DA41B,电力故障
7625,2019/3/4 12:32,82C21596A9972AF75BB636C81AAF8905,电力故障
7626,2019/3/4 12:32,D56E972B76DD3EFD566DA37C9F0B1982,电力故障
7627,2019/3/4 12:35,06DCE30CA08F5D9C7A346E5B8DD1853F,电力故障
7628,2019/3/4 12:35,3D6B0D8E3B691A31E9E289F35CF8C14D,电力故障
7629,2019/3/4 12:42,47B7118B7DD7AA64AE958821B5888192,电力故障
7630,2019/3/4 12:48,A3C6F157AFFEBAE5FBD30730AE82D56C,电力故障
7631,2019/3/4 12:55,3912D2420DC372E820FA05814F23A881,电力故障
7632,2019/3/4 12:56,3912D2420DC372E820FA05814F23A881,电力故障
7633,2019/3/4 12:57,F1205D3F9B1B6C5222621F0D1B583803,电力故障
7634,2019/3/4 13:10,E0445D8E0143C97AB9F36E0D509AC0E0,电力故障
7635,2019/3/4 13:11,A4F10288F4BA257B65355C4E6B9462BE,传输故障
7636,2019/3/4 13:11,74B361070FCB5777500203AB5FB7DE4B,电力故障
7637,2019/3/4 13:15,BB4BE4B34B31208B53E3EF56FDA3D392,硬件故障
7638,2019/3/4 13:15,C8AE71319F2793B9211258D7E60ECEE1,硬件故障
7639,2019/3/4 13:16,739AFB108C44E3D50B07CEA7D1DFB3DE,传输故障
7640,2019/3/4 13:18,734ACBC767B23CC1232F67A0B08F9DA7,电力故障
7641,2019/3/4 13:20,C308A86F7428357B6CF42C829AC5B3EA,传输故障
7642,2019/3/4 13:20,CC7ED7A56F00CD8EF30A100480ADF289,传输故障
7643,2019/3/4 13:30,E29141D67E638ED4BE7A9A6A731142D2,电力故障
7644,2019/3/4 13:31,86EF0C020B395A870DB57F4CF6D72370,电力故障
7645,2019/3/4 13:31,22FE023D616F97994980A8DC1B491EE6,电力故障
7646,2019/3/4 13:32,5BB4C313CE3EEBFDC25209C68E7889C1,电力故障
7647,2019/3/4 13:43,D3A28F27F3D43AC986EC1F217E5E7F57,传输故障
7648,2019/3/4 13:43,D3A28F27F3D43AC986EC1F217E5E7F57,传输故障
7649,2019/3/4 13:43,D3A28F27F3D43AC986EC1F217E5E7F57,传输故障
7650,2019/3/4 13:46,535076B7F7FE6587DCD233AF0E289938,电力故障
7651,2019/3/4 13:47,318BB1DEA9D06FE493D86C0633AA5DD5,电力故障
7652,2019/3/4 13:49,734ACBC767B23CC1232F67A0B08F9DA7,电力故障
7653,2019/3/4 13:53,C0912A4769D821BA98F0F2949F3634F5,硬件故障
7654,2019/3/4 13:53,C0912A4769D821BA98F0F2949F3634F5,硬件故障
7655,2019/3/4 13:54,17CBA509E51D778E59B02AFC6FF93A37,电力故障
7656,2019/3/4 13:55,F7C09CA6FDAC6C611E42756A4B9D5B28,传输故障
7657,2019/3/4 13:56,29564FF7708F01E08DEEB0395A0A7158,硬件故障
7658,2019/3/4 14:01,70A6262378A9E831BBA95BDBAD3201BE,软件故障
7659,2019/3/4 14:01,C7ECC8E8056B799453FE7941CA147537,电力故障
